room_type,price,minimum_nights,neighborhood_id,host_id,listing_name,listing_id
Entire home/apt,219,2,126,423026895,Charming Suite with Balcony Near  Green Lake,14502893
Entire home/apt,127,2,100,7058575,Charming Tiny Home in Vibrant Ballard!,39035255
Entire home/apt,300,4,122,241762,Charming Townhome on Burke Trail,35641980
Private room,50,30,132,45043494,Charming townhome on the west side of Queen Anne,38453480
Entire home/apt,70,30,103,28379912,Charming Travelling Nurse close to hospitals UW,52261895
Entire home/apt,129,2,115,153268056,Charming Upper Fremont Studio+,50284664
Entire home/apt,143,3,127,267655311,"Charming Vintage Home, Perfect for remote work",12056343
Entire home/apt,99,3,129,91586609,Charming Wallingford Apartment,21203818
Entire home/apt,86,3,129,21290502,Charming Wallingford Cottage Apartment,31498217
Entire home/apt,160,30,105,106926782,Charming West Seattle cottage with work studio,21214526
Entire home/apt,350,4,136,9730102,Charming West Seattle Farmhouse,53830637
Entire home/apt,62,1,105,423935968,Charming West Seattle Guest Suite!,14716499
Entire home/apt,277,2,108,104834083,"Charming, Dog-Friendly Home with Spacious Yard & Patio - Close to Everything",19894816
Private room,40,30,112,145395136,"Charming, peaceful private BR & BA in Seattle",45181410
Entire home/apt,86,1,102,22027933,"Charming, Private 2 Bed Montlake Suite w/ Parking",50868385
Entire home/apt,317,2,132,150488044,"Charming, Queen Anne House w/parking - Sleeps 9🌻",52239280
Entire home/apt,78,2,133,2824920,"Charming, split-level 1BD retreat",52857375
Private room,39,1,133,123468144,"Charming, Tiny, Quiet and Clean Private Room",52675467
Entire home/apt,66,1,100,340706410,Chase's sweet suite - Micro Studio - 91Walkscore,19699462
Entire home/apt,165,1,101,51016727,Cheerful & Private House 2 bedroom min to downtown,40701591
Entire home/apt,219,15,106,77749648,"Cheerful 1 bedroom Condo Downtown Seattle, Long Term Stay Discounts",2471659
Entire home/apt,170,15,106,77749648,"Cheerful 1 bedroom Condo Downtown Seattle, Long Term Stay Discounts",53664476
Entire home/apt,127,1,136,110075313,Cheerful 2 Bdrm in a Sweet Neighborhood,52170330
Entire home/apt,175,2,113,18494044,Cheerful 2 bedroom cottage in the heart of Bryant.,52950234
Entire home/apt,368,2,104,61892067,Cheerful 3 Bdrm Home w/ Free Parking Minutes to DT,548442424160561000
Entire home/apt,240,3,136,47745000,Cheerful 3 Bdrm w/ Kitchen & LR in West Seattle,580846561365738000
Entire home/apt,200,3,124,39548482,Cheerful 3 bed home walking distance to Ballard,50733896
Entire home/apt,240,1,112,82954285,Cheerful 3 bedroom home with a heated pool!,51348162
Entire home/apt,225,2,105,39197760,Cheerful 3 Bedroom Private Home & 1 Room Studio,585617944152701000
Entire home/apt,250,1,136,377551439,Cheerful 3-bedroom townhouse with free parking,51489333
Entire home/apt,220,2,126,189505766,Cheerful 3-bedroom walk-to-everything townhouse,52333274
Entire home/apt,225,5,118,425655531,Cheerful 4-bedroom Residential Home in Quiet Area,542753821509508000
Entire home/apt,59,2,105,1991383,Cheerful and Private West Seattle Suite,22099090
Entire home/apt,135,1,129,125457071,Cheerful Craftsman in Walkable Wallingford,54140410
Entire home/apt,125,30,118,1504972,Cheerful Garden Loft Retreat- great for monthly!,578420504558283000
Entire home/apt,250,3,123,66647347,"Cheerful Home. 2 BD/1 BA, near Golden Garden Beach",54026893
Entire home/apt,116,30,118,407735842,Cheerful house /fenced yard and garage,21667529
Entire home/apt,90,2,104,3539890,Cheerful Judkins Park Townhouse,503009945764078000
Entire home/apt,145,30,109,269905219,Cheerful Magnolia Artist's House,17990897
Entire home/apt,248,1,116,8190637,Cheerful modern home near downtown,50577608
Entire home/apt,150,30,117,14567633,Cheerful New Updated 3BR Private Home in GreenLake,583482192009716000
Entire home/apt,300,4,110,119998477,"Cheerful, family-friendly Seattle home  NEW",51454844
Entire home/apt,75,5,104,206208359,"Cheerful, pet friendly townhome with fireplace",47583248
Entire home/apt,171,3,106,12649997,"Cheery 1BR at Convention Center, walk everywhere!",50684182
Entire home/apt,101,30,101,4181120,Cheery Seattle House with View,53189550
Entire home/apt,92,5,129,252868523,Chez  Aimeé: 2B2B Townhouse in Fun Neighborhood,53331218
Entire home/apt,90,1,115,433939368,Chic & Stylish Guest Suite near Fremont & Greenlake,53210503
Entire home/apt,140,30,102,9555983,"Chic 1 Bed w/Lake & UW Campus View, Monthly Rates",52155542
Entire home/apt,270,2,106,80333752,Chic 2 Bedroom 2 Bath Home in Heart of Seattle!,793629
Entire home/apt,182,30,106,107434423,"Chic Belltown 1BR w/ Gym, W/D, Roof Lounge, near SLU, by Blueground",544997086040486000
Entire home/apt,195,30,102,107434423,"Chic Capitol Hill 1BR w/ W/D, Rooftop, Lounge, near park, by Blueground",53825576
Entire home/apt,254,31,102,107434423,"Chic Capitol Hill 2BR w/ Gym & Lounge, close to SU & SCC, by Blueground",6214517
Entire home/apt,108,30,102,107434423,"Chic Capitol Hill Studio w/ Rooftop, Pet Area, near bars, by Blueground",53149013
Entire home/apt,125,2,106,386420269,Chic Condo in the Heart of Seattle!,48458856
Entire home/apt,121,2,106,80333752,Chic Condo with Peek-a-boo Space Needle Views!,49895027
Entire home/apt,174,2,124,104834083,Chic condo with WiFi and access to peaceful backyard - next to Woodland Park,552062700134849000
Entire home/apt,280,3,104,5741615,Chic Design Home with Private BBQ Patio,48801924
Entire home/apt,135,30,106,107434423,"Chic Downtown 1 BR with Gym, Rooftop, walk to Light Rail, by Blueground",51022375
Entire home/apt,167,31,106,107434423,"Chic Downtown 1BR w/ Gym, Roof & W/D, near Pike Pl Market, by Blueground",53904424
Entire home/apt,119,31,106,107434423,"Chic Downtown 1BR w/ Gym, Roof Deck, near Pike St Market, by Blueground",578168013671831000
Entire home/apt,155,30,106,107434423,"Chic Downtown 1BR w/ Gym, W/D, walkable location, by Blueground",24865391
Entire home/apt,116,2,106,18947211,Chic Flat. Trendy Neighborhood. Great Dining.,48598582
Entire home/apt,205,2,106,446539146,"Chic Getaway   Pool, Hot Tub, Sauna, Gym   Walk to Eateries, Shops & Parks",53949438
Entire home/apt,66,1,106,48416955,Chic Market Apartment Steps from Pike Place,53024480
Entire home/apt,375,2,104,23616276,Chic Modern 2 bed / 2 bath Capitol Hill Townhouse,46082004
Entire home/apt,152,31,101,107434423,"Chic Mt Baker 2BR w/ Gym, Rooftop & W/D, near light rail, by Blueground",14187192
Entire home/apt,87,1,135,180543579,Chic One Bedroom Apartment-Close to UW,574701056356551000
Entire home/apt,96,1,136,14695150,Chic Private Suite w/ Kitchen Near Alki Beach!,50198218
Entire home/apt,94,1,132,142668104,Chic Queen Anne Suite Near Public Transit!,53232931
Entire home/apt,125,3,126,6601753,Chic Seattle Apartment near Greenlake,582432819463110000
Entire home/apt,77,1,110,58786324,Chic Shoreline Suite 15min to Downtown Seattle,27287682
Entire home/apt,134,31,103,107434423,"Chic SLU Studio w/ Game Room & Gym, walk to Space Needle, by Blueground",51639680
Entire home/apt,139,31,103,107434423,"Chic South Lake Union 1BR w/ Gym, W/D, Space Needle view, by Blueground",31800143
Entire home/apt,128,30,103,107434423,"Chic South Lake Union Studio w/  W/D, Storage, by Blueground",43531859
Entire home/apt,149,30,106,107434423,"Chic South Lake Union Studio w/ Gym, BBQ, nr. Amazon, by Blueground",42092564
Entire home/apt,95,30,135,180543579,Chic Vintage Apartment in UW-Two Bed-Long Term,53268780
Entire home/apt,175,3,106,85724766,"Chic, Modern 1-bd Belltown Loft - Walk Everywhere!",51681391
Entire home/apt,182,30,100,112448661,"Chic, upper-level home w/ a great deck - walk to Golden Gardens Park!",48008068
Private room,89,1,106,1608733,Chickadee Room Historic Panama Hotel Intl District,48279297
Entire home/apt,160,30,136,20521336,CHILL NEAR THE BEACH,27900515
Hotel room,0,1,103,374524587,citizenM Seattle South Lake Union,38281449
Entire home/apt,100,2,129,48713885,City Garden Retreat in Vibrant Walkable Neighborhood,36075411
Entire home/apt,179,2,115,15784748,City Haven Apartment with a Fireplace in a Craftsman House,49219256
Entire home/apt,210,2,104,9412057,City Retreat,4881141
Entire home/apt,625,3,132,16255476,"City Sanctuary - w/ the ""Post Card"" view too",46253091
Entire home/apt,150,30,104,658155,City View Apartment near Pike and Pine Food Scene,17483515
Entire home/apt,455,2,132,104834083,"City, Mountain & Sound Views! Stunning Queen Anne Gem w/ Home Office & Deck",31623201
Entire home/apt,189,1,106,212885663,City★Water View Oasis + Pool & Gym in ♥ of Seattle,50120287
Entire home/apt,189,1,106,346462113,City★Water View Oasis + Pool & Gym in ♥ of Seattle,6248083
Entire home/apt,1000,1,105,65846629,Classic & Sleek Guest Suite Near Nature Parks!,13451764
Entire home/apt,72,1,101,260296338,Classic 2 BR MIL Suite Close to Airport!,53659090
Entire home/apt,138,1,118,38707958,Classic 2 BR Suite Just Blocks from Green Lake,43432648
Entire home/apt,281,3,100,22783179,Classic Ballard Townhome with AC,43458820
Entire home/apt,225,3,102,3422198,Classic CapHill Craftsman/Quiet Street/Soaking Tub,42657585
Entire home/apt,152,31,102,107434423,"Classic Capitol Hill 1BR w/ Gym & W/D, close to SU & SCC, by Blueground",34472056
Entire home/apt,82,2,102,152054016,Classic Capitol Hill Apartment Home,46353222
Entire home/apt,314,30,135,6305984,Classic Craftsman - 95 Walk Score!,50048243
Entire home/apt,109,2,132,807116,Classic Craftsman One Bedroom Home in beautiful QA,50953498
Entire home/apt,130,31,106,107434423,"Classic Downtown 1BR w/ Bike Storage near Pike St Market, by Blueground",554081519145238000
Entire home/apt,120,30,129,24485668,Classic Green Lake Top Floor Apartment,53944176
Entire home/apt,548,2,118,104834083,"Classic Home with WiFi, Washer/Dryer, Central AC, Firepit, and Gas Fireplaces",1150519
Entire home/apt,105,30,103,384965760,Classic houseboat in Seattle,51050296
Entire home/apt,400,30,132,39395381,Classic Queen Anne Craftsman,52625216
Entire home/apt,193,2,102,89929099,Classic retreat convenient to everything.,35204718
Entire home/apt,450,12,102,28739796,Classic Seattle 5 bedroom with all-city access,550069425093923000
Entire home/apt,92,2,136,282524520,Classic Seattle Neighborhood Apartment,52192349
Entire home/apt,254,31,103,107434423,"Classic SLU 3BR w/ Game Room & Gym, walk to Space Needle, by Blueground",12537842
Entire home/apt,295,2,129,111812937,"Classic, two-story home w/ high-speed WiFi, furnished deck, and washer/dryer",14841017
Entire home/apt,382,2,136,66580878,"Classic, updated beauty. Great walkable area.",15548833
Private room,65,2,116,30559,Classy exposed brick loft w fridge/mem foam bed,37830153
Entire home/apt,196,31,103,107434423,"Classy South Lake Union 2BR w/ Gym, W/D, Space Needle view, by Blueground",53488641
Entire home/apt,93,2,102,277452270,Clean & Bright Urban Studio in Capitol Hill!,46727219
Entire home/apt,67,1,136,10430878,Clean & Chic Guest Suite near Lincoln Park!,49488963
Private room,75,1,104,4754874,Clean & comfortable in Madrona,3303376
Entire home/apt,70,1,105,297760762,Clean & Comfy Youngstown Guest Suite,53488506
Entire home/apt,121,2,132,106972,Clean & Cute by the Needle (and Climate Pledge),36914638
Private room,90,2,115,4286083,Clean & Large Modern Private Suite with 5 Windows,40984205
Entire home/apt,80,2,101,97217149,Clean & Modern Seattle,11128182
Entire home/apt,109,30,103,316200,Clean and Comfortable Eastlake/Lake Union 1 BR,39028568
Entire home/apt,79,1,101,431498801,Clean and Cozy Guest Suite in Beacon Hill,2692126
Entire home/apt,168,1,125,432185937,CLEAN and Cozy Suite in Ravenna!,16033188
Entire home/apt,145,3,104,26736911,"Clean and Cozy, Centrally Located Urban Oasis",20978960
Entire home/apt,159,30,105,157521745,CLEAN and Spacious Suite in West Seattle,708774
Entire home/apt,98,1,132,338413349,"Clean and Spacious, Private Studio in Queen Anne",53474404
Entire home/apt,99,2,132,88020855,Clean home on top of Queen Anne Hill,53583823
Entire home/apt,85,30,135,402330479,Clean Modern 6th Floor Studio in U-District,7500976
Entire home/apt,191,1,106,236654939,Clean Modern Look Condo Next to Convention Center,36299054
Entire home/apt,62,5,133,126511331,Clean Modern unit w/private entry Airport/City,48936700
Entire home/apt,141,2,132,235362223,"Clean, Spacious, Modern Queen Anne Basement Studio",14522498
Entire home/apt,74,2,132,99932610,Climate Pledge Arena is Next Door!,51643422
Entire home/apt,105,1,102,9840816,Climb into the Plush Bed to Doze at a Tranquil Urban Retreat,49832497
Private room,169,1,102,431747142,Clipper Room - Cecil Bacon Manor,18293358
Private room,50,30,133,81340762,Close to city center and airport! (#1),31462782
Private room,50,30,133,81340762,Close to city center and airport! (#2),40062403
Entire home/apt,195,2,101,197676739,close to everything yet private and quiet.,15927940
Private room,139,30,104,6171087,"Close to everything: 2 beds/1 bath, very private!",53614957
Entire home/apt,229,2,129,423026895,"Close to Green Lake - quiet, charming",14872823
Entire home/apt,238,30,125,111812937,Close-to-campus cottage w/large back deck & fenced yard!,14928686
Private room,85,2,104,25891765,"Coffee, restaurants,parks,lake, close to downtown.",26292303
Private room,125,1,135,98049500,College Inn - Premium 2 Queen Room with Private Bath,19501685
Private room,87,1,135,98049500,College Inn (European-Style Queen - Shared Bath),52649180
Private room,98,1,135,98049500,"College Inn (Euro-Style Queen+Twin, Shared Bath)",45655638
Private room,83,1,135,98049500,College Inn (Small Euro-Style Twin - Shared Bath),37495691
Private room,95,1,135,98049500,College Inn Hotel (European-Style Room 2 Queen Beds),42247084
Private room,113,1,135,98049500,College Inn Hotel (Premium Queen w/ Private Bath),39948923
Entire home/apt,100,2,110,13110325,Colorful and Stylish Studio with a Private Garden,39950187
Entire home/apt,195,2,133,93010837,Colorful Cottage Close to Lake Washington,39949725
Entire home/apt,119,14,106,86206483,Colorful downtown condo   2 bedrooms   king bed,39949647
Entire home/apt,100,30,134,38110467,Columbia City Cottage,39949477
Entire home/apt,263,2,101,446538637,"Columbia City Cutie   Gourmet Kitchen, Central A/C & Yard   Walk to Dining",21205931
Entire home/apt,103,30,133,68052625,Columbia City Garden Apartment Newly Remodeled !,15816866
Entire home/apt,140,1,133,47332984,Columbia City in Style,53276899
Entire home/apt,79,2,133,2431399,Columbia City Treehouse Vacation Rental,27492845
Private room,40,30,133,6358879,"Columbia City/Hillman City bedroom, garden",574641023788187000
Entire home/apt,130,5,133,6358879,"Columbia City/Hillman City townhouse, garden",21148583
Entire home/apt,125,2,100,38931617,Come Relax in Our Custom-Built Backyard Cottage,38491779
Entire home/apt,146,1,102,107456887,Comfort and Cleanliness Near Iconic Capitol Hill,491958
Entire home/apt,171,1,132,10686097,Comfort and Grace Perched on Queen Anne Hill,26058456
Entire home/apt,500,2,133,340994747,Comfort and luxury 5 beds and 4 baths house.,24752447
Private room,78,1,135,53552204,Comfort Quarters,23293234
Private room,49,30,133,5486995,"Comfort, Luxury, & Elegance close to Light Rail",52558010
Entire home/apt,233,30,102,20938463,Comfortable 1923 craftsman home with 4 bedrooms.,25521162
Entire home/apt,136,2,133,145720154,Comfortable 2 BR unit blocks from light Rail Train,52659389
Entire home/apt,125,6,111,97862069,Comfortable apartment withe the Spaciest Garden.,27849459
Entire home/apt,122,3,106,86157147,Comfortable One Bedroom in Belltown.,25966547
Entire home/apt,128,2,101,7697045,Comfortable One Bedroom Suite,571945541569231000
Entire home/apt,181,2,115,253059,"Comfortable Remodeled Home w/ Spa Bath, Parking",20455588
Private room,91,30,109,799089,Comfortable Room in Modern Townhome,48982170
Entire home/apt,48,30,100,8472702,Comfortable Spacious Apartment on Phinney Ridge,46551469
Entire home/apt,67,30,135,11715008,Comfortable Studio in University Way-Walk to UW,50310348
Entire home/apt,54,30,129,271793923,Comfortable Studio in Wallingford (O),21717918
Entire home/apt,181,1,104,14291665,Comfortable Studio with Spa Jet Tub & Parking,15746020
Private room,66,1,129,75924772,Comfortable Wallingford Studio near UW,48000244
Entire home/apt,160,30,115,707754,"Comfortable, Historic Craftsman Home in Fremont",43060179
Private room,50,30,118,3152296,"Comfortable, quiet room in Craftsman style house",40375573
Entire home/apt,206,3,132,25636571,Comforts of home -  Ideal location - Free parking,41049714
Entire home/apt,200,30,104,228721932,"Comfy  3 Bedroom House, with all the amenities.",19437592
Private room,43,2,101,48869167,Comfy & Modern Guest Suite near Light Rail!,6813846
Entire home/apt,93,1,125,118600611,"Comfy & Unique Ravenna Suite, 10 Minutes from UW!",3535171
Entire home/apt,132,2,102,2739131,Comfy 1 Bdrm Capitol Hill Apartment,4973204
Private room,63,1,129,209142715,Comfy Big Room by UW with Free Parking & Fast Wifi,30535269
Entire home/apt,125,2,133,22990999,Comfy Bungalow near Lake Washington & LightRail,44480117
Entire home/apt,115,1,106,55818779,Comfy Clean Belltown Condo in the heart of Seattle,29762331
Entire home/apt,126,3,105,10087066,"Comfy Cottage near Downtown, Restaurants and Parks",1090449
Entire home/apt,99,45,102,116740214,Comfy Cozy Eclectic Studio in North Capitol Hill,54166095
Entire home/apt,113,1,118,36829073,Comfy Craftsman Cottage,36114524
Entire home/apt,661,3,132,106972,Comfy Craftsman with Bonus Garden Apartment,13191810
Entire home/apt,79,3,100,1030035,Comfy Dog Friendly Basement Mother n Law n Ballard,48006822
Entire home/apt,148,30,106,77749648,Comfy Downtown Historic Condo in Historic Building,42180043
Entire home/apt,82,1,110,425400199,Comfy Guest Suite Near Green Lake,24443627
Entire home/apt,163,1,106,211742313,Comfy Loft in The Heart of Capitol Hill,50829153
Entire home/apt,67,1,109,399919223,Comfy Lower Suite in Lovely Magnolia Neighborhood,4429898
Entire home/apt,126,1,100,40152005,"Comfy One-Bedroom w/ Full Kitchen, Gym, Yard + W/D",52777490
Private room,57,1,129,209142715,"Comfy Private Rm by UW, Free Parking & Fast Wifi",52654348
Private room,80,30,110,18973577,"Comfy room near green lake, conveniently located",52660330
Entire home/apt,135,1,106,107456887,Comfy Spacious Close to Space Needle,49570751
Entire home/apt,95,7,117,79734048,"Comfy stay in private suite,  Greenlake Roosevelt",50922973
Entire home/apt,109,30,132,109269285,"Comfy Studio Apt, close to absolutely everything!",54166543
Private room,57,1,129,209142715,"Comfy Sunny Rm by UW, Free Parking & Fast Wifi",19566387
Entire home/apt,75,30,133,8663396,"Comfy&Peaceful Oasis, 1965 Terry Travel Trailer",26874520
Entire home/apt,599,30,113,23591558,Completely  Remodeled  craftsman 4bdrm 3bt,53786724
Entire home/apt,248,3,102,111812937,"Condo in Amazing Location w/City Views, Roof Deck, and Free Off-Street Parking!",16579012
Entire home/apt,132,30,102,13786062,Condo in Capitol Hill,45881475
Entire home/apt,111,30,106,77749648,Condo in Historic Building - Long Term Stays Welcome!,44700665
Entire home/apt,132,2,103,276367369,"Condo w/ Great View, Location, & Free Parking",4550199
Entire home/apt,195,2,106,446539146,Condo with a View   Indoor Pool & Sauna   Walkable to Dining & Attractions,50994006
Entire home/apt,172,2,106,404216288,"Condo; 99 Walk score, Free Parking, Hottub, Pool",35490462
Entire home/apt,250,30,105,267415666,Constantine's Cottage - West Seattle at its Best,547014149814665000
Entire home/apt,160,2,129,16258444,Contemporary 2 Bedroom Apartment In Seattle,36770186
Entire home/apt,110,2,104,421964201,Contemporary 2br Apt close to DT w/ Free Parking,574641030802711000
Entire home/apt,105,2,133,14416668,Contemporary accessible studio in the city,50103542
Private room,38,30,133,2703575,Contemporary BR & private bath w/Rainier views,35544099
Entire home/apt,334,2,106,104834083,"Contemporary Condo with WiFi, Washer/Dryer, & Central AC - Close to Waterfront!",51176110
Private room,90,2,132,85720083,Contemporary home in historical Queen Anne,582623450788471000
Entire home/apt,120,30,133,316012822,Contemporary house steps to Lake Washington!,15160598
Entire home/apt,88,30,107,48005494,Contemporary Seattle Studio w/ Secure Access,20237728
Entire home/apt,89,1,133,12086787,Contemporary Studio in Columbia City,53145114
Entire home/apt,308,2,102,104834083,Contemporary townhome near Lake Washington and downtown with private w/d,14166842
Entire home/apt,80,1,133,209532998,contemporary townhouse in central Seattle,47120997
Entire home/apt,167,2,133,11346794,Contemporary Urban Oasis,35641942
Entire home/apt,190,30,133,316012822,Contemporary view house steps to Lake Washington,3022564
Entire home/apt,85,30,101,6555745,"Contemporary, Bright Flat in South Seattle",570069490374017000
Private room,82,30,110,5387574,"Contemporary, Cozy, and Warm Home",38851917
Entire home/apt,139,3,106,158097051,Convenience & Style @ Convention Center+Gigabit,51828509
Entire home/apt,145,30,118,120264713,"Convenience, charm and fun await!",53559731
Entire home/apt,1000,1,105,56788455,Convenient 2BR Suite In West Seattle!,36607757
Entire home/apt,94,2,102,88232958,Convenient and Comfortable Capitol Hill Apartment,1022135
Private room,90,30,110,4221474,Convenient Private Clean Bed & Bath,48987540
Entire home/apt,85,3,115,52577854,Convenient private studio in the heart of Fremont,17926290
Entire home/apt,70,30,106,71751880,Convenient to Seattle downtown locations,46748271
Entire home/apt,152,10,100,213636683,CONVENIENT VILLA: BALLARD/FREMONT/SEATTLE DOWNTOWN,14902010
Entire home/apt,199,3,106,4874276,Convention Center 2BDR 2BA Free Parking on Site,10344631
Entire home/apt,295,5,100,27373768,Cool Ballard Bungalow w/awesome deck and Swim Spa,35941342
Entire home/apt,72,2,132,99932610,Cool One Bedroom - Great Location,48384774
Entire home/apt,113,30,132,99932610,Cool One Bedroom - Great Location - Big Kitchen,51621701
Entire home/apt,76,1,118,95178017,"Cool, spacious suite tucked away in N. Greenwood",52168106
Private room,128,2,104,27128557,"Cool/Fun House on Capitol Hill, Bdrm #2",24065252
Private room,85,30,104,48441443,Corner room,584738039939546000
Entire home/apt,338,2,100,104834083,"Corner Townhome with Deck, Tons of Natural Light, WiFi, & Gas Fireplace",54304058
Entire home/apt,425,2,115,104834083,Corner Townhome with Rooftop Deck - Free WiFi & Washer/Dryer - Walker’s Paradise,51388695
Entire home/apt,159,2,106,19403115,Corner Unit in the middle of it all - 99 Walkscore,5241773
Entire home/apt,132,30,132,19403115,Corner Unit with Panoramic Views of Water/Mountain,10834487
Entire home/apt,132,1,132,340706410,Corner Unit with Panoramic Views of Water/Mountain,569756653399301000
Entire home/apt,126,1,106,138924514,"Corner view suite, walk to space needle, shared hot tub & pool!",544274047153517000
Entire home/apt,75,1,134,64704179,Cosy suite in Seward Park neighborhood,46798760
Entire home/apt,250,3,102,1542131,Cosy townhouse with office & patio close to bars,41886024
Entire home/apt,70,30,132,2426183,Cosy Urban Oasis with Patio in Lower Queen Anne,52259577
Entire home/apt,89,1,107,59816374,Cottage in the Heart of the City,19786008
Entire home/apt,77,30,105,37584695,Cottage on the Park - West Seattle,50955257
Entire home/apt,61,30,103,28379912,Cottage Travelling Nurse close to all hospitals,53816692
Entire home/apt,98,30,136,300797655,Cottage with EV car charger and views,52369825
Entire home/apt,143,2,108,41278972,Country Oasis in North Seattle,11398085
Entire home/apt,90,3,124,14659774,Couple and Family Friendly Private Phinney Cottage,7239217
Entire home/apt,74,2,110,123506966,Couples Retreat The Lovely Cozy Suite,33619584
Entire home/apt,200,2,136,4942505,"Covid escape @yellowalkibungalow ~beach, yard~",39199725
Entire home/apt,245,2,133,414338593,Cozy  2-bedroom apartment with free onsite parking,35831247
Entire home/apt,115,90,136,79720246,Cozy  Beach Cabin apartment,13032264
Entire home/apt,125,2,136,22986456,Cozy & Calm Apartment,22453792
Entire home/apt,98,1,105,229095817,Cozy & Charming Mid Century Suite!,53170189
Entire home/apt,80,30,135,68432468,Cozy & Clean Basement in the U.District!,51193080
Entire home/apt,135,30,125,65212742,Cozy & Equipped Ravenna Home near UW + Greenlake,22526979
Entire home/apt,95,2,133,145825193,Cozy & Private Columbia City Guest Suite!,49654068
Private room,69,30,133,1859394,Cozy & Private Room in the Heart of Columbia City,577538060092614000
Entire home/apt,66,1,125,8291976,Cozy & private suite in centrally located Ravenna,41565869
Private room,42,1,133,123468144,Cozy & Quiet Lower Level Private Bedroom,53116778
Private room,75,30,115,149182566,Cozy 1 bedroom and 1 bath in the heart of Fremont,22734110
Entire home/apt,132,2,122,123282042,Cozy 1 Bedroom Apt Near Children’s Hospital and UW,3673011
Entire home/apt,118,2,103,18116192,Cozy 1 bedroom condo near Space Needle & Downtown!,42043837
Entire home/apt,92,30,104,10235544,Cozy 1 bedroom Daylight Basement Apartment,24357607
Entire home/apt,113,1,112,44373070,"Cozy 1 BR Apartment + 65"" Smart TV + Free Parking!",20805317
Entire home/apt,89,30,114,54660,Cozy 1 BR Apartment in NW Seattle w/ Private Patio,33877230
Entire home/apt,106,1,135,44373070,Cozy 1 BR Apartment-King Suite Unit-Univ. District,50148456
Entire home/apt,125,3,133,53222841,Cozy 1950's Columbia City duplex,19855651
Entire home/apt,110,30,129,7556974,Cozy 1BD Apartment in Wallingford.,52529262
Entire home/apt,65,30,115,24745881,Cozy 1BD in Fremont/Wallingford!,45787759
Entire home/apt,146,2,124,411134669,Cozy 1-bedroom apartment in Green lake area,53199415
Entire home/apt,129,30,102,12649997,Cozy 1-bedroom in prime Capitol Hill location!,10341497
Entire home/apt,100,1,102,378977387,Cozy 1-Bedroom Pad in the Heart of Eastlake,6202214
Entire home/apt,100,30,106,77749648,Cozy 1BR 1Bath   Fast Wifi! Centrally Located Apartment in Seattle,4803403
Private room,99,10,117,1999339,Cozy 1BR w/ office space-urban wildlife sanctuary,50853790
Entire home/apt,63,28,132,424931782,Cozy 1BR/1BA Apartment,44296316
Entire home/apt,161,30,136,104952277,"Cozy 2 bedroom Home, Stunning View and Huge Deck!",51743559
Entire home/apt,145,1,110,94202110,Cozy 2 Bedroom Townhouse in Northgate,52777706
Entire home/apt,90,2,133,421146871,"Cozy 2 BR House w/Large Yard, Near Bus/Light Rail",50332126
Entire home/apt,151,1,132,165482347,Cozy 2b1b Guest Suite next to Kerry Park,52845143
Entire home/apt,119,2,133,145720154,Cozy 2br lower unit steps from Light Rail train,49042070
Entire home/apt,175,4,135,201634344,Cozy 2-BR Unit with historic charm. WalkSocre 98.,51774769
Entire home/apt,600,3,132,114686154,Cozy 3 bed home in quiet neighborhood + parking,53279341
Entire home/apt,175,3,118,4252442,Cozy 3 bedroom home with plenty of backyard space,52439714
Entire home/apt,159,2,133,230287218,Cozy 3Bd+Loft/2Ba-Near Lightrail/Airport/Lake WA,24081619
Private room,45,1,133,250973022,Cozy 4,43727112
Entire home/apt,325,2,133,145720154,"Cozy 4br 2ba near airport, downtown & lightrail",26279366
Entire home/apt,354,3,129,168817864,Cozy 6BR/3BA Wallingford gem near downtown,45272191
Entire home/apt,85,2,105,280827,Cozy affordable studio perfect to explore Seattle!,32115631
Private room,50,30,105,33244493,Cozy and convenience in West Seattle,35715724
Private room,50,1,110,34118872,Cozy and convenient bedroom in North Seattle,28521122
Entire home/apt,106,2,136,54363958,Cozy and Private Writer's Cottage Near Everything!,47966894
Entire home/apt,115,2,115,99402000,Cozy and Spacious Studio,33350586
Entire home/apt,92,1,100,235339261,Cozy and unique craftsman style Ballard loft,16069222
Entire home/apt,85,2,136,388771176,Cozy Apartment - Peaceful West Seattle Oasis,51718285
Entire home/apt,78,30,133,6985440,Cozy Apartment near Light Rail & Lake Washington,46905015
Entire home/apt,84,3,101,11279351,Cozy apartment on Beacon Hill-near light rail,15482578
Entire home/apt,149,2,102,10623727,Cozy Arboretum Oasis Capitol Hill / Madison Valley,38577704
Entire home/apt,180,4,115,68385710,Cozy Artist House in Fremont,48187886
Entire home/apt,69,1,118,385021064,Cozy Backyard Cottage in North Seattle,2721575
Entire home/apt,95,2,100,142348751,Cozy backyard guesthouse in  Sunset Hill,54038699
Entire home/apt,67,30,100,107605,Cozy Ballard Apartment,39676926
Entire home/apt,95,3,100,18232665,Cozy Ballard Apartment,12601662
Entire home/apt,125,3,100,12483454,Cozy Ballard Cottage - Sleeps 5,22354353
Private room,79,1,100,26498368,Cozy Ballard Craftsman /upper floor,583271744199577000
Entire home/apt,180,30,100,5042380,Cozy Ballard home with hot tub,30712
Entire home/apt,101,3,114,50246148,Cozy Ballard private apartment w/parking,3772674
Entire home/apt,106,2,100,85739621,Cozy Ballard studio✦ Movie projector+ free parking,2441908
